"ID","gender","sped","frlunch","esol","black","white","hispanic","asian","age","pretest","posttest"
23450459,0,0,0,0,1,0,0,0,12.867899,217,228
23450310,1,0,0,0,0,1,0,0,12.930869,201,215
23451409,0,NA,0,NA,0,1,0,0,12.673511,222,221
23451690,1,0,1,1,0,0,1,0,12.049281,201,209
23452444,1,0,1,0,0,1,0,0,12.851472,214,246
23452683,1,0,0,0,0,1,0,0,12.394251,210,217
23450109,1,0,1,1,0,0,1,0,11.800137,221,224
23452292,0,0,1,0,1,0,0,0,12.40794,224,237
23450329,1,0,0,0,0,1,0,0,12.33128,236,244
23450432,0,0,0,0,0,1,0,0,12.43258,222,237
23450292,1,0,0,0,0,1,0,0,13.850787,234,228
23452229,NA,0,1,0,NA,NA,NA,NA,NA,208,220
23450096,0,0,0,0,0,1,0,0,12.394251,226,209
23450729,1,0,1,0,1,0,0,0,12.566735,239,229
23450884,1,0,1,0,0,1,0,0,12.410678,227,231
23450452,0,0,0,0,0,1,0,0,12.1013,239,239
23450439,0,0,1,0,0,1,0,0,12.996578,208,233
23451717,1,0,1,0,1,0,0,0,12.344969,212,222
23452652,0,0,1,0,1,0,0,0,12.098563,203,208
23450250,0,0,1,0,0,1,0,0,12.569473,212,220
23451657,0,0,1,0,0,0,1,0,12.892539,204,210
23451214,0,0,1,0,1,0,0,0,12.049281,221,229
23452302,1,0,1,0,0,0,1,0,12.136893,215,231
23451311,1,0,1,0,1,0,0,0,12.240931,231,232
23451956,0,0,0,0,1,0,0,0,12.1013,197,222
23451573,0,0,1,0,1,0,0,0,12.208077,182,187
23451722,0,0,0,0,0,0,1,0,12.005476,211,212
23450203,0,0,1,1,0,0,1,0,12.109514,207,226
